"logFC" "logCPM" "F" "PValue" "FDR"
"PODXL2" -3.99494838852743 5.0691264140058 99.4835395223666 3.19216684317419e-06 0.000472775726129701
"MGAT5B" -6.44070353442064 4.56026149049715 100.546289519477 3.20339809751442e-06 0.000472775726129701
"RNF175" -4.60646062823858 2.33767022916804 97.4666228794375 3.22347938699836e-06 0.000472775726129701
"CASZ1" 5.2775948452275 5.45816292837995 99.1894426415296 3.23776615059381e-06 0.000472775726129701
"GPX3" 4.39094583554952 8.50998250177655 98.4614326687436 3.33171466673362e-06 0.000475966216596835
"NEUROD6" -8.05347003828323 1.51549696509006 49.4354713364673 3.33674433569549e-06 0.000475966216596835
"MIR3917" -3.73069014928249 -0.788997345083189 63.2094641888554 3.3426635058709e-06 0.000475966216596835
"MIR3917.1" -3.73069014928249 -0.788997345083189 63.2094641888554 3.3426635058709e-06 0.000475966216596835
"SRGAP3" -4.01903451586851 5.25466357268591 98.2205396121047 3.37057758069e-06 0.000476021813752593
"TNFAIP3" 3.55306135247596 4.95218236182847 97.8843719558016 3.41830645696929e-06 0.000476021813752593
"LINC01114" -7.51262680115122 0.534471590010152 75.731928014215 3.41983875902991e-06 0.000476021813752593
"RGS20" -7.03326543922668 2.7849518065565 88.3344576282561 3.42805105666553e-06 0.000476021813752593
"ELAVL2" -6.87937633724526 3.28412698828593 76.8936943054559 3.45542503670665e-06 0.000476021813752593
"HOXA11-AS" 9.02952694491028 3.07716269124941 59.9927853386564 3.46763982101126e-06 0.000476021813752593
"TNR" -7.69072655536179 3.09833028692493 92.8832215402108 3.57763391161365e-06 0.000488197960855612
"C1S" 4.5047418763274 7.42232036368783 96.4001383194063 3.6431207835587e-06 0.000493577224538783
"HOXB7" 8.00536679214566 1.67034247392943 63.8651290564515 3.67542120718101e-06 0.000493577224538783
"INSM2" -6.08400331171636 -0.738411361977168 48.4868114199429 3.68164472829365e-06 0.000493577224538783
"CATSPERZ" -5.95638195142958 -0.360498398837128 62.1678056034684 3.70454679895188e-06 0.000493760089337045
"STX1B" -5.54624898988547 6.520134845032 95.7369827848424 3.77356475812008e-06 0.000494502711474358
"RBFOX1" -7.45202162161932 5.17634697078467 84.1709777268977 3.77840211446363e-06 0.000494502711474358
"SEPT4" -5.32983913784582 7.50307836872161 95.3812087874165 3.81175800829606e-06 0.000494502711474358
"SCN1B" -4.24484227117638 6.02330758384331 95.2829186531228 3.82728100220384e-06 0.000494502711474358
"FAM180A" 5.12320374488232 1.44486195260095 94.7507980215834 3.82915988049195e-06 0.000494502711474358
"ADGRA1" -7.96626826808437 3.4781335624624 89.6199631988694 3.83954122758716e-06 0.000494502711474358
"ZNF365" -7.95393743291443 4.33310855839218 96.4064946953342 3.8655018219998e-06 0.00049506496798517
"LINC01394" 4.88099872068534 -1.19772100787186 48.2604851759179 3.91176847580855e-06 0.000498207179488394
"ZIC5" -11.0631421701398 3.26579814368008 58.5650315972368 3.95552802762188e-06 0.000500792842868798
"RIMS1" -7.644268400937 5.77174071443287 94.8508226530317 4.018451800555e-06 0.000500792842868798
"SH3GL3" -7.02907870284557 4.08559476599536 73.2039687181406 4.03634408831589e-06 0.000500792842868798
"CDO1" -3.41143904547138 3.78917590875163 94.0019725159842 4.05905589723743e-06 0.000500792842868798
"KRT17P1" -7.59915944100214 1.10741658514683 53.8271185655816 4.06506347239089e-06 0.000500792842868798
"LINC00599" -9.56320028721823 6.15260866966188 59.4698337906454 4.06684993202072e-06 0.000500792842868798
"ACTL6B" -6.77096441565431 3.57452026550646 95.2484735630976 4.1054494180351e-06 0.000500792842868798
"JPH4" -6.24020911132409 6.70115871167866 94.0975802457024 4.10682898404947e-06 0.000500792842868798
"GABRD" -9.14406252479788 5.6346017964557 67.6221586160766 4.17414912142931e-06 0.000506308828617815
"UNC13A" -6.85455845841671 6.0190957900261 93.1808873018394 4.22398999801058e-06 0.000509562778428554
"LRIG3" 4.17087477148088 4.72193454179807 92.8952481945579 4.27212298797995e-06 0.000509562778428554
"CAMK2N2" -6.24908016830506 4.7738881484564 93.3270897286382 4.28406250508276e-06 0.000509562778428554
"CALN1" -9.11731413057802 4.86551965303194 91.4727290591419 4.28988511392414e-06 0.000509562778428554
"HOXD10" 10.2585304619112 2.54966646438937 53.3998983449866 4.37221382378964e-06 0.000516608403188296
"OPCML" -7.73626802422345 5.20352308090071 83.2365020401982 4.39426995078376e-06 0.000516608403188296
"MIR9-3HG" -6.92312144833841 3.44132945199273 93.1426500996774 4.46762780734008e-06 0.00052039828485732
"LOC105377548" 8.92122832306738 1.25542055433 63.0250273602424 4.47190674446639e-06 0.00052039828485732
"KCNJ9" -7.38710941946574 5.47261113199505 80.1074169213843 4.51666987618879e-06 0.000522952812684989
"HCN2" -6.73361005835306 5.26617998167777 91.9408155056816 4.61735145454343e-06 0.000526781234473417
"HS3ST4" -7.7564997705913 3.15506682873335 59.3987391658976 4.61834813535139e-06 0.000526781234473417
"COL20A1" -6.46221866571421 3.05646245009486 66.8218453102243 4.61867080170804e-06 0.000526781234473417
"IGFBP4" 4.83043579971485 7.89786404816443 90.6662700473928 4.71601681004945e-06 0.000530697790936221
"AGAP2-AS1" -4.28399542441287 5.11223743853187 90.5709838053985 4.74022647032082e-06 0.000530697790936221
"BEX5" -4.20202649584651 3.8774808242235 90.3251791384639 4.80859799404124e-06 0.000530697790936221
"LOC107986432" -6.55992677254129 -0.216909061464576 56.3634269883065 4.82134444370899e-06 0.000530697790936221
"FSD1" -5.44879487969994 3.7938089084711 77.9270432658894 4.84388434011999e-06 0.000530697790936221
"MUSK" 6.84213333501358 0.921252901157665 65.5820722128214 4.84803054002634e-06 0.000530697790936221
"LOC112268229" -6.58903638831819 1.97566474031653 86.7606775494681 4.84972728070309e-06 0.000530697790936221
"RHBDL1" -3.49804460920639 3.71732265053771 90.2482253726096 4.85676721900674e-06 0.000530697790936221
"ELAVL3" -6.8081065497977 5.96836793342685 79.772924387336 4.89354109758535e-06 0.000530697790936221
"CHRNA2" -6.62940846318316 0.223007279413921 58.2858415933273 4.90011234820576e-06 0.000530697790936221
"MAPRE3" -2.73137695398317 6.04364948248047 89.8128319820037 4.90765241781806e-06 0.000530697790936221
"LOC105373230" -8.17274723005714 0.435033659341536 49.4115118408382 4.99058615682806e-06 0.000536819670701064
"LOC105372096" -7.03668084110103 0.0983369187241817 49.1945459948489 5.01109747132073e-06 0.000536819670701064
"CDR1" -8.2421139957833 4.90246375378442 89.3389008689598 5.05521268546674e-06 0.000537961053802694
"GABRA1" -10.6291159875687 4.95742786722577 106.822178606992 5.08298227623398e-06 0.000537961053802694
"ST8SIA5" -6.30986538991998 2.56252325902104 78.9557219015799 5.09706613223959e-06 0.000537961053802694
"LOC100420794" -7.39063994392554 0.900384364821657 51.4926671058052 5.18095458848803e-06 0.000537961053802694
"KLHL32" -3.47329511069882 3.30229055982575 88.786501768073 5.18636656040339e-06 0.000537961053802694
"NEBL" -5.02156104906331 6.34217257859994 88.6116106237752 5.19411534521205e-06 0.000537961053802694
"FBXO2" -5.67638202653121 6.22054636783064 88.5882334942555 5.20439999732603e-06 0.000537961053802694
"RFPL2" -6.26606509769664 0.752159814441178 69.1838548336185 5.20948108807843e-06 0.000537961053802694
"OGDHL" -4.50872860385863 5.05788520537044 88.4676986871735 5.23551353294882e-06 0.000538224877770636
"RIMS2" -7.9214877051864 5.06678167065472 89.3673252325593 5.27337267442142e-06 0.000538428001846671
"DPF1" -6.92319790539831 2.9965514653137 81.4598355935854 5.2844623954417e-06 0.000538428001846671
"RNF144A-AS1" -6.30020588684856 2.77368867960489 80.6689261970504 5.3911189858967e-06 0.000543566824769174
"SPTSSB" -5.15068255146703 1.79166420088564 89.0763984927705 5.40851356639239e-06 0.000543566824769174
"PACRG-AS3" -8.48640692410824 0.729967652114755 55.0948482594543 5.43201839157788e-06 0.000543566824769174
"COL6A3" 8.4075632553322 7.88326769303897 87.6955770757182 5.45138813828816e-06 0.000543566824769174
"HAND2" 10.9222983511664 5.46182427474201 71.7847210739357 5.45345124086849e-06 0.000543566824769174
"NYAP1" -5.15431190670378 4.41804078602987 87.602558860103 5.48820585785321e-06 0.000544662854074826
"SRPX2" 3.84738845452104 1.84308021455211 87.9073484924039 5.54837018646643e-06 0.000548260286744581
"CACNB4" -5.49862090600804 4.61106070208652 87.356624963569 5.58181651228994e-06 0.000549198040962433
"CA10" -6.8775837050358 4.6947251747637 63.2104045463922 5.62714008609646e-06 0.000551291395187014
"BEGAIN" -4.86817278425174 5.35406728610074 86.6180973440415 5.71819028392694e-06 0.000554815927485793
"RFX4" -8.65234506958663 3.38745742225355 72.9208142956133 5.72963019810749e-06 0.000554815927485793
"HSPG2" 6.52569814256004 8.46729256723755 86.4878919318269 5.74776616442993e-06 0.000554815927485793
"LOC283045" -9.65829400918255 0.217986792661198 74.2483405878388 5.7660202148685e-06 0.000554815927485793
"HOXD9" 10.662086378778 2.97796206992226 66.8585127159379 5.79858889693951e-06 0.000554815927485793
"GALNT14" -5.51778400950585 1.5146062633828 82.094949164198 5.80832377738671e-06 0.000554815927485793
"KLK6" -6.73277065521764 2.34830451447431 65.7362082385206 5.87500047910692e-06 0.00055743152348761
"PRMT8" -7.54772220097852 2.47646430569404 78.3561700506255 5.88764863196611e-06 0.00055743152348761
"SLC5A7" 7.83789399698609 1.04617933787485 55.0293427879389 5.90865257175526e-06 0.00055743152348761
"SSTR3" -5.79176667734795 1.2884451828891 78.5250597652744 6.08754249690255e-06 0.000571954556317586
"USP46" -2.59309532383933 5.11484967523004 85.0231197367295 6.17224567730342e-06 0.000575862414624825
"NR5A2" 8.29090884798801 5.4585785109972 62.6021314537348 6.17937422018351e-06 0.000575862414624825
"LTBR" 3.41325232112323 6.13231602428458 84.7806639049072 6.24869578290432e-06 0.000577582429159655
"LRRC3B" -5.9630063455306 3.68144038761823 71.4504552557372 6.25730377812687e-06 0.000577582429159655
"NOVA2" -3.30513800034809 4.31137512647473 84.7379705263184 6.27341438869156e-06 0.000577582429159655
"GPRIN1" -4.47791680067219 3.76876981315866 84.9419815666014 6.32068954504002e-06 0.000579607231280169
"LOC100130449" -2.94915248655737 -0.276758057962847 57.619078246303 6.37079725368804e-06 0.000581874609724296
"GRM5" -8.47025106226157 3.02945664632978 63.3284263223257 6.5076059120721e-06 0.00059201137116767
"CTSC" 2.9272715000391 4.63341603990461 83.7459547637344 6.57841225827921e-06 0.000595705661463311
"GABRB2" -7.65285186308796 4.94456008130652 77.8890422971039 6.60018486419547e-06 0.000595705661463311
"ADCY1" -6.49587979880746 6.05938661604627 83.4316018732356 6.69381686196396e-06 0.000600693026438885
"PDIA5" 3.53052932993683 4.00047340025591 83.5153493794785 6.7078479724473e-06 0.000600693026438885
"TMEM132E" -7.04605754231751 2.49119845862902 79.5105241576576 6.76327729693821e-06 0.000602407683684974
"TGFBR2" 4.07282682325492 6.93693014222359 83.12778878887 6.78085436180238e-06 0.000602407683684974
"C17orf102" -6.75741775188065 -0.178191793037683 65.4467261230897 6.80582726605924e-06 0.000602407683684974
"MAPK11" -3.02431294842658 4.87460043101308 82.858249683193 6.87685967310539e-06 0.00060406838156413
"RGS7" -6.91435388958425 3.79159151459557 82.2943961708478 6.88763059542973e-06 0.00060406838156413
"PSD2" -7.78043774034598 5.23108879778084 83.379367209238 6.9036386464472e-06 0.00060406838156413
"HOGA1" -4.13442971000192 2.57384347840126 83.1893792960805 6.98823364334217e-06 0.000609145461116423
"PHACTR3" -6.07797665326018 4.88789705882372 81.362860901154 7.11577973003395e-06 0.000617913826935713
"DTNB" -3.36427166660633 4.30515659656923 81.9783015895428 7.19192961057221e-06 0.000621891957540215
"LOC105372244" -6.2993273990723 2.31084096740273 81.0511889063811 7.21584561420708e-06 0.000621891957540215
"SLC8A3" -3.94576097270257 2.05211228896448 82.6669095751083 7.27045342164585e-06 0.000622436342745443
